amenity,name,geometry,icon,color
restaurant,Lil' Doddy,"POLYGON ((-97.8434227 30.2229506, -97.8435653 30.2229785, -97.8435024 30.2232189, -97.8433598 30.2231911, -97.8434227 30.2229506))",cutlery,green
place_of_worship,Bethany Lutheran Church,"POLYGON ((-97.854802 30.185067, -97.854733 30.185034, -97.854743 30.185018, -97.854693 30.184994, -97.854682 30.185012, -97.854624 30.184984, -97.854658 30.184931, -97.854531 30.18487, -97.854576 30.184799, -97.854552 30.184787, -97.85457 30.184758, -97.854515 30.184732, -97.854633 30.184542, -97.854692 30.18457, -97.854818 30.18437, -97.855032 30.184471, -97.855097 30.184368, -97.855282 30.184457, -97.855216 30.184562, -97.855402 30.184651, -97.855326 30.184772, -97.855367 30.184791, -97.855344 30.184827, -97.855304 30.184808, -97.855288 30.184833, -97.855417 30.184894, -97.855387 30.184943, -97.855423 30.18496, -97.85539 30.185012, -97.855346 30.184991, -97.855331 30.185016, -97.855207 30.184957, -97.855189 30.184985, -97.855229 30.185004, -97.855207 30.18504, -97.855167 30.185021, -97.855092 30.18514, -97.854957 30.185076, -97.854923 30.18513, -97.854863 30.185101, -97.854875 30.185082, -97.854824 30.185057, -97.854814 30.185073, -97.854802 30.185067))",institution,orange
cafe,Dazzle Coffee,"POLYGON ((-97.621934 30.4407649, -97.6219333 30.4407187, -97.6219232 30.440719, -97.6219223 30.4406758, -97.6219755 30.4406755, -97.621977 30.4407659, -97.6219348 30.4407669, -97.621934 30.4407649))",coffee,green
place_of_worship,Saint Augustine's Orthodox Church,"POLYGON ((-97.618946 30.442567, -97.618989 30.442499, -97.618849 30.442432, -97.618889 30.44237, -97.619027 30.442436, -97.619038 30.44242, -97.619053 30.442427, -97.619055 30.442423, -97.61907 30.44243, -97.619066 30.442435, -97.619084 30.442443, -97.619147 30.442344, -97.619219 30.442379, -97.619124 30.442528, -97.61912 30.442526, -97.619101 30.442556, -97.619037 30.442525, -97.619031 30.442535, -97.619008 30.442524, -97.619013 30.442515, -97.619005 30.442511, -97.618987 30.44254, -97.619084 30.442586, -97.619062 30.442622, -97.618946 30.442567))",institution,orange
cafe,West Pecan Coffee + Beer,"POLYGON ((-97.6209527 30.4402715, -97.6209677 30.4402475, -97.6211367 30.4403285, -97.6210637 30.4404425, -97.6208957 30.4403615, -97.6209527 30.4402715))",coffee,green
place_of_worship,Shoreline Church,"POLYGON ((-97.785573 30.156977, -97.785507 30.156962, -97.785525 30.156899, -97.785544 30.156903, -97.785595 30.156732, -97.785521 30.156716, -97.785479 30.156642, -97.785521 30.156626, -97.785548 30.156676, -97.785608 30.156689, -97.785613 30.156672, -97.785658 30.156682, -97.785678 30.156614, -97.78599 30.156684, -97.785899 30.156991, -97.785904 30.156992, -97.785891 30.157036, -97.785586 30.156968, -97.785583 30.156979, -97.785573 30.156977))",institution,orange
library,Austin Public Library - Ruiz Branch,"POLYGON ((-97.707009 30.230043, -97.706993 30.230035, -97.706988 30.230043, -97.706937 30.230018, -97.706938 30.229969, -97.7068815 30.2299717, -97.70681 30.229975, -97.706805 30.229727, -97.70694 30.229725, -97.706938 30.229611, -97.70697 30.22961, -97.706972 30.229601, -97.706987 30.229588, -97.707008 30.22958, -97.707029 30.229585, -97.707046 30.229598, -97.707049 30.229609, -97.70708 30.229609, -97.707082 30.229726, -97.707305 30.229835, -97.707316 30.229817, -97.707391 30.229854, -97.707341 30.229932, -97.707284 30.229904, -97.707151 30.230111, -97.707077 30.230075, -97.707071 30.230083, -97.707048 30.230071, -97.707053 30.230064, -97.707009 30.230043))",book,orange
restaurant,Vinaigrette,"POLYGON ((-97.7519208 30.2413137, -97.7520249 30.2411851, -97.7521776 30.2412772, -97.7520735 30.2414059, -97.7519208 30.2413137))",cutlery,green
place_of_worship,Faith Presbyterian Church,"POLYGON ((-97.743089 30.234808, -97.743089 30.234792, -97.742964 30.234794, -97.742961 30.234671, -97.742968 30.23467, -97.742968 30.234654, -97.743082 30.234652, -97.743081 30.234621, -97.743193 30.234619, -97.743194 30.234666, -97.743226 30.234665, -97.743229 30.234788, -97.743201 30.234789, -97.743202 30.234837, -97.74309 30.234839, -97.743089 30.234808))",institution,orange
place_of_worship,Dunn's Memorial Baptist Church,"POLYGON ((-97.835754 30.204118, -97.835883 30.203917, -97.835912 30.203931, -97.835921 30.203916, -97.835956 30.203933, -97.835947 30.203948, -97.835977 30.203962, -97.835877 30.20412, -97.835923 30.204142, -97.835884 30.204204, -97.835743 30.204136, -97.835754 30.204118))",institution,orange
bar,The Tailor Shop,"POLYGON ((-97.780406 30.245453, -97.780304 30.24535, -97.780459 30.245235, -97.780598 30.245377, -97.780551 30.245411, -97.780573 30.245433, -97.780465 30.245513, -97.780406 30.245453))",beer,green
place_of_worship,The Church of Jesus Christ of Latter-day Saints,"POLYGON ((-97.735972 30.233194, -97.735967 30.233202, -97.735902 30.233172, -97.735911 30.233157, -97.735697 30.233057, -97.735702 30.233049, -97.73569 30.233043, -97.735726 30.232984, -97.735632 30.23294, -97.735694 30.23284, -97.735675 30.232831, -97.735694 30.232801, -97.735679 30.232794, -97.735752 30.232678, -97.735767 30.232685, -97.735773 30.232674, -97.735886 30.232727, -97.735877 30.232743, -97.735891 30.23275, -97.735849 30.232817, -97.736129 30.232948, -97.736119 30.232964, -97.736175 30.23299, -97.736141 30.233045, -97.736213 30.233078, -97.736138 30.233198, -97.736064 30.233163, -97.736051 30.233184, -97.736059 30.233187, -97.736051 30.233201, -97.736043 30.233197, -97.736038 30.233206, -97.736026 30.2332, -97.736019 30.233211, -97.735975 30.23319, -97.735972 30.233194))",institution,orange
restaurant,Denny's,"POLYGON ((-97.742595 30.233375, -97.742533 30.233348, -97.742523 30.233365, -97.742448 30.233331, -97.742458 30.233315, -97.742404 30.233291, -97.742453 30.233208, -97.742419 30.233193, -97.742451 30.23314, -97.742485 30.233154, -97.742532 30.233073, -97.742728 30.23316, -97.7426 30.233378, -97.742595 30.233375))",cutlery,green
place_of_worship,South Austin Apostolic Church,"POLYGON ((-97.7505365 30.2368793, -97.7504655 30.236833, -97.7504865 30.2368091, -97.7504557 30.236789, -97.7507075 30.2365005, -97.7508267 30.2365781, -97.7508006 30.236608, -97.750819 30.23662, -97.7505934 30.2368786, -97.7505575 30.2368552, -97.7505365 30.2368793))",institution,orange
cafe,Starbucks,"POLYGON ((-97.742452 30.233728, -97.742265 30.233676, -97.742287 30.233614, -97.742318 30.233623, -97.742321 30.233615, -97.742354 30.233624, -97.742351 30.233632, -97.742448 30.233659, -97.742472 30.233692, -97.742458 30.23373, -97.742452 30.233728))",coffee,green
restaurant,Don Juan,"POLYGON ((-97.73549 30.216074, -97.735528 30.215863, -97.735684 30.215884, -97.735647 30.216095, -97.73549 30.216074))",cutlery,green
place_of_worship,Heights Assembly of God,"POLYGON ((-97.734129 30.218361, -97.734128 30.218202, -97.734041 30.218202, -97.73404 30.218077, -97.734283 30.218077, -97.734283 30.218147, -97.734331 30.218147, -97.734331 30.218162, -97.734409 30.218161, -97.734409 30.218264, -97.734503 30.218264, -97.734503 30.218346, -97.734383 30.218346, -97.734383 30.218362, -97.734366 30.218362, -97.734366 30.218429, -97.734266 30.21843, -97.734266 30.218389, -97.734251 30.218389, -97.734251 30.218356, -97.734153 30.218356, -97.734153 30.218365, -97.734129 30.218365, -97.734129 30.218361))",institution,orange
place_of_worship,Korean Baptist Church,"POLYGON ((-97.743334 30.223906, -97.743301 30.223822, -97.743307 30.22382, -97.743262 30.223705, -97.743121 30.223747, -97.743096 30.223684, -97.743032 30.223702, -97.743005 30.223635, -97.742854 30.223679, -97.742793 30.223524, -97.742947 30.223479, -97.742956 30.223502, -97.74302 30.223483, -97.743036 30.223525, -97.743211 30.223473, -97.743227 30.223515, -97.743269 30.223502, -97.743309 30.223604, -97.743358 30.223571, -97.743365 30.22359, -97.743317 30.223625, -97.743318 30.223627, -97.743353 30.223617, -97.743404 30.223747, -97.74332 30.223772, -97.743376 30.223916, -97.743342 30.223926, -97.743334 30.223906))",institution,orange
place_of_worship,Southwest Church of Christ,"POLYGON ((-97.818502 30.184072, -97.818522 30.184067, -97.818505 30.183965, -97.818526 30.183859, -97.818497 30.183845, -97.818513 30.18382, -97.818488 30.183808, -97.818546 30.183715, -97.818571 30.183727, -97.818586 30.183702, -97.818621 30.183717, -97.818699 30.183654, -97.818807 30.183609, -97.818786 30.183548, -97.818912 30.183515, -97.818956 30.183641, -97.819005 30.183628, -97.818983 30.183566, -97.819176 30.183515, -97.819269 30.183784, -97.819079 30.183834, -97.819024 30.183675, -97.81897 30.183689, -97.819092 30.184038, -97.818488 30.184197, -97.818449 30.184086, -97.818502 30.184072))",institution,orange
place_of_worship,Risen Savior Evangelical Lutheran Church,"POLYGON ((-97.8372675 30.1797263, -97.8372638 30.1797264, -97.8372638 30.1797194, -97.8372208 30.1797214, -97.8372198 30.1796994, -97.8372098 30.1796994, -97.8372058 30.1796344, -97.8372228 30.1796334, -97.8372218 30.1796104, -97.8372578 30.1796094, -97.8372568 30.1796034, -97.8373918 30.1795984, -97.8373918 30.1795894, -97.8375258 30.1795844, -97.8375268 30.1796084, -97.8375338 30.1796084, -97.8375388 30.1796984, -97.8375328 30.1796984, -97.8375338 30.1797254, -97.8374237 30.1797296, -97.8374008 30.1797304, -97.8373998 30.1797214, -97.8372675 30.1797263))",institution,orange
restaurant,Broken Spoke;The Broken Spoke,"POLYGON ((-97.785143 30.241064, -97.785121 30.241038, -97.785148 30.241021, -97.785127 30.240996, -97.78513 30.240994, -97.784972 30.240802, -97.785189 30.240667, -97.785298 30.2408, -97.785302 30.240797, -97.785309 30.240806, -97.785306 30.240808, -97.78532 30.240824, -97.785352 30.240804, -97.785358 30.240811, -97.785401 30.240784, -97.785422 30.240811, -97.785425 30.240809, -97.785446 30.240834, -97.785424 30.240876, -97.785427 30.24088, -97.785409 30.240891, -97.785415 30.240898, -97.785405 30.240905, -97.78542 30.240924, -97.785342 30.240972, -97.785354 30.240987, -97.785312 30.241013, -97.7853 30.240999, -97.785288 30.241006, -97.785299 30.24102, -97.785269 30.241038, -97.785259 30.241025, -97.785161 30.241086, -97.785143 30.241064))",cutlery,green
restaurant,Red Lobster,"POLYGON ((-97.789656 30.237458, -97.78975 30.237561, -97.789694 30.2376, -97.789775 30.237687, -97.789771 30.237689, -97.789783 30.237703, -97.789773 30.23771, -97.789777 30.237716, -97.789713 30.237761, -97.789707 30.237755, -97.789696 30.237762, -97.789685 30.23775, -97.789677 30.237756, -97.78964 30.237716, -97.789614 30.237734, -97.789621 30.237742, -97.789575 30.237774, -97.789568 30.237767, -97.789548 30.237781, -97.789363 30.23758, -97.789554 30.237447, -97.7896 30.237497, -97.789656 30.237458))",cutlery,green
restaurant,Pluckers Wing Bar,"POLYGON ((-97.7907 30.236671, -97.790857 30.236563, -97.791009 30.23673, -97.790841 30.236845, -97.790857 30.236863, -97.790799 30.236903, -97.790778 30.236879, -97.790776 30.236881, -97.790672 30.236767, -97.790736 30.236724, -97.790692 30.236676, -97.7907 30.236671))",cutlery,green
place_of_worship,Bannockburn Church,"POLYGON ((-97.831442 30.212788, -97.831456 30.212767, -97.831414 30.212632, -97.83138 30.212616, -97.831456 30.212495, -97.831452 30.212493, -97.831476 30.212454, -97.83163 30.212419, -97.831658 30.212373, -97.831666 30.212377, -97.83175 30.212244, -97.831785 30.212261, -97.831865 30.212133, -97.832112 30.212251, -97.832033 30.212376, -97.831932 30.212328, -97.831849 30.212459, -97.831835 30.212452, -97.831786 30.212529, -97.831793 30.212532, -97.83184 30.212671, -97.831837 30.212676, -97.831863 30.212688, -97.831744 30.212875, -97.831652 30.212899, -97.831436 30.212798, -97.831442 30.212788))",institution,orange
place_of_worship,St. Christopher’s Episcopal Church,"POLYGON ((-97.890266 30.258908, -97.890303 30.258914, -97.890296 30.258944, -97.890302 30.258946, -97.8903 30.258952, -97.890305 30.258955, -97.890298 30.258962, -97.890384 30.259075, -97.890375 30.259081, -97.890382 30.25909, -97.890296 30.259137, -97.890228 30.259046, -97.890125 30.259027, -97.890158 30.258889, -97.890266 30.258908))",institution,orange
place_of_worship,Unity Church of Austin,"POLYGON ((-97.8414962 30.235379, -97.8415064 30.2353794, -97.8415064 30.2353674, -97.8415414 30.2353674, -97.8415414 30.2353784, -97.8416614 30.2353794, -97.8416604 30.2355574, -97.8416834 30.2355574, -97.8416834 30.2355624, -97.8417064 30.2355634, -97.8417094 30.2355684, -97.8417184 30.2355844, -97.8417214 30.2356024, -97.8417204 30.2356214, -97.8417144 30.2356384, -97.8417054 30.2356534, -97.8416824 30.2356524, -97.8416824 30.2356614, -97.8414974 30.2356604, -97.8414974 30.2356584, -97.8414244 30.2356574, -97.8414244 30.2355984, -97.8414344 30.2355984, -97.8414344 30.2354784, -97.8413844 30.2354784, -97.8413804 30.2354784, -97.8413814 30.2353774, -97.8414746 30.2353787, -97.8414962 30.235379))",institution,orange
place_of_worship,Christian Life Church,"POLYGON ((-97.80157 30.229109, -97.801734 30.228857, -97.801667 30.228824, -97.801761 30.228679, -97.801831 30.228714, -97.801855 30.228676, -97.8023812 30.2289362, -97.8022413 30.2291505, -97.8022631 30.2291612, -97.8021154 30.2293603, -97.8019155 30.2292623, -97.801907 30.229274, -97.80157 30.229109))",institution,orange
restaurant,CAVA,"POLYGON ((-97.82053 30.227918, -97.820561 30.22787, -97.82053 30.227855, -97.820576 30.227786, -97.820607 30.227802, -97.82061 30.227798, -97.820686 30.227836, -97.8206897 30.2278312, -97.8208311 30.2279048, -97.8208524 30.2279008, -97.8208655 30.2279465, -97.8208207 30.2279598, -97.820812 30.227972, -97.820732 30.228093, -97.820548 30.228001, -97.82058 30.227953, -97.820525 30.227926, -97.82053 30.227918))",cutlery,green
restaurant,BJ's,"POLYGON ((-97.816833 30.2317877, -97.8167726 30.2317561, -97.816793 30.231726, -97.81667 30.231665, -97.816776 30.231505, -97.816932 30.231583, -97.816955 30.231548, -97.816993 30.231567, -97.817022 30.231523, -97.817083 30.231553, -97.817046 30.231609, -97.81712 30.231646, -97.817002 30.231823, -97.816992 30.231819, -97.816988 30.231825, -97.816855 30.231758, -97.816833 30.2317877))",cutlery,green
place_of_worship,Sunrise Community Church,"POLYGON ((-97.789724 30.228755, -97.789744 30.228765, -97.789757 30.228745, -97.789934 30.228836, -97.789898 30.22889, -97.789637 30.228758, -97.7896 30.228812, -97.789677 30.228851, -97.789602 30.228961, -97.789523 30.228921, -97.789593 30.228818, -97.789581 30.228811, -97.789503 30.228928, -97.789454 30.228929, -97.789434 30.228959, -97.789374 30.228929, -97.789401 30.228889, -97.789365 30.228861, -97.789392 30.228821, -97.789342 30.228795, -97.789448 30.228627, -97.789724 30.228755))",institution,orange
restaurant,Matt's El Rancho,"POLYGON ((-97.779323 30.245321, -97.779266 30.245267, -97.77923 30.245295, -97.779161 30.24523, -97.779113 30.245269, -97.778999 30.245162, -97.779074 30.245102, -97.779038 30.245069, -97.779185 30.244951, -97.779254 30.245016, -97.779356 30.244934, -97.779434 30.245008, -97.779323 30.245097, -97.779392 30.245161, -97.779402 30.245153, -97.779419 30.245169, -97.779451 30.245143, -97.779529 30.245217, -97.779358 30.245354, -97.779323 30.245321))",cutlery,green
restaurant,Applebee's,"POLYGON ((-97.767363 30.192851, -97.767308 30.192816, -97.76731 30.192813, -97.767253 30.192778, -97.767343 30.192668, -97.767636 30.192845, -97.767543 30.192961, -97.767521 30.192947, -97.767505 30.192967, -97.767407 30.192907, -97.767423 30.192887, -97.767363 30.192851))",cutlery,green
library,Austin Public Library - Hampton Branch at Oak Hill,"POLYGON ((-97.855005 30.217771, -97.854977 30.217778, -97.854949 30.217695, -97.854938 30.217698, -97.85491 30.217615, -97.854869 30.217595, -97.854878 30.217581, -97.854841 30.217512, -97.854873 30.217464, -97.854868 30.21745, -97.855062 30.217401, -97.85518 30.217759, -97.855094 30.21778, -97.855095 30.217785, -97.855057 30.217795, -97.855045 30.217761, -97.855005 30.217771))",book,orange
place_of_worship,The Church of Jesus Christ of Latter-day Saints,"POLYGON ((-97.855238 30.219, -97.855305 30.218896, -97.855285 30.218886, -97.855327 30.218821, -97.855349 30.218831, -97.855588 30.218458, -97.855925 30.218618, -97.855842 30.218754, -97.855689 30.218993, -97.855698 30.218998, -97.855654 30.219067, -97.855644 30.219061, -97.855568 30.219179, -97.855228 30.219015, -97.855238 30.219))",institution,orange
cafe,The Hive,"POLYGON ((-97.8294128 30.1654843, -97.8294038 30.1654893, -97.8293398 30.1653993, -97.8294648 30.1653323, -97.8294498 30.1653113, -97.8295088 30.1652803, -97.8295238 30.1653023, -97.8295398 30.1652943, -97.8296248 30.1654153, -97.8296698 30.1653913, -97.8297038 30.1654393, -97.8296578 30.1654633, -97.8296718 30.1654843, -97.8295798 30.1655333, -97.8294968 30.1654163, -97.8294568 30.1654373, -97.8294688 30.1654553, -97.8294128 30.1654843))",coffee,green
pub,South Austin Beer Garden,"POLYGON ((-97.8311685 30.1640683, -97.8314039 30.1641677, -97.8313378 30.1642847, -97.831451 30.1643325, -97.8314319 30.1643665, -97.8310832 30.1642192, -97.8311685 30.1640683))",beer,green
place_of_worship,Kingdom Hall of Jehovah's Witnesses,"POLYGON ((-97.832323 30.162748, -97.832253 30.162708, -97.832275 30.162679, -97.832109 30.162586, -97.832199 30.162465, -97.832503 30.162636, -97.832413 30.162757, -97.832345 30.162718, -97.832323 30.162748))",institution,orange
place_of_worship,Southwest Christian Church,"POLYGON ((-97.831379 30.166805, -97.831121 30.166811, -97.831115 30.166643, -97.831468 30.166634, -97.83146 30.166403, -97.831619 30.166399, -97.831634 30.166809, -97.831548 30.166811, -97.831548 30.166823, -97.83147 30.166825, -97.83147 30.166802, -97.831379 30.166805))",institution,orange
place_of_worship,Living Faith Baptist Church,"POLYGON ((-97.8007947 30.1852327, -97.800669 30.1852203, -97.8006899 30.1850619, -97.8009954 30.1850921, -97.8009746 30.1852499, -97.8008953 30.1852421, -97.8008897 30.185284, -97.8007893 30.185274, -97.8007947 30.1852327))",institution,orange
place_of_worship,Beacon Ridge Baptist Church,"POLYGON ((-97.795716 30.180366, -97.795787 30.18027, -97.795925 30.180346, -97.795937 30.180329, -97.79605 30.180392, -97.796038 30.180408, -97.796065 30.180423, -97.79595 30.180578, -97.795686 30.180432, -97.795729 30.180373, -97.795716 30.180366))",institution,orange
music_venue,The Far Out Lounge and Stage,"POLYGON ((-97.7857558 30.1727704, -97.7856113 30.1727382, -97.7856478 30.1726157, -97.7857122 30.17263, -97.7857111 30.1726336, -97.7857028 30.1726617, -97.7857892 30.172681, -97.7857839 30.1726989, -97.7857924 30.1727008, -97.7857887 30.1727132, -97.7858261 30.1727215, -97.7858094 30.1727774, -97.7858766 30.1727923, -97.7858564 30.1728602, -97.7857641 30.1728396, -97.7857829 30.1727765, -97.7857558 30.1727704))",music,red
restaurant,Nala's,"POLYGON ((-97.8136418 30.2342427, -97.8136378 30.2342087, -97.8136608 30.2342067, -97.8136558 30.2341637, -97.8138018 30.2341507, -97.8138028 30.2341407, -97.8138078 30.2341327, -97.8138168 30.2341257, -97.8138268 30.2341227, -97.8138448 30.2341257, -97.8138568 30.2341377, -97.8138598 30.2341467, -97.8138578 30.2341567, -97.8138518 30.2341647, -97.8138418 30.2341707, -97.8138448 30.2341967, -97.8138538 30.2341957, -97.8138628 30.2342707, -97.8138548 30.2342717, -97.8138598 30.2343157, -97.8136608 30.2343327, -97.8136508 30.2342417, -97.8136418 30.2342427))",cutlery,green
restaurant,Taqueria Chapala,"POLYGON ((-97.855378 30.2357789, -97.855378 30.2357764, -97.855378 30.2357739, -97.855436 30.2357739, -97.855436 30.2357789, -97.855457 30.2357789, -97.855458 30.2358989, -97.855235 30.2359019, -97.855233 30.2357809, -97.855378 30.2357789))",cutlery,green
place_of_worship,Western Hills Church of Christ,"POLYGON ((-97.8554137 30.2367814, -97.8554207 30.2371439, -97.8549657 30.2371504, -97.8549587 30.2367879, -97.8554137 30.2367814))",institution,orange
place_of_worship,Holy Cross Lutheran Church,"POLYGON ((-97.805964 30.232668, -97.80589 30.232825, -97.805764 30.23278, -97.805837 30.232624, -97.805964 30.232668))",institution,orange
place_of_worship,Kingdom Hall,"POLYGON ((-97.775952 30.222184, -97.775989 30.222124, -97.775952 30.222107, -97.776094 30.22188, -97.776246 30.221951, -97.776103 30.222179, -97.776069 30.222163, -97.776025 30.222234, -97.775944 30.222196, -97.775952 30.222184))",institution,orange
library,Austin Public Library - Pleasant Hill Branch,"POLYGON ((-97.776916 30.1923, -97.776927 30.192251, -97.777165 30.192119, -97.777443 30.192163, -97.777431 30.192223, -97.777193 30.192358, -97.776914 30.192314, -97.776916 30.1923))",book,orange
place_of_worship,Pleasant Hill Baptist Church,"POLYGON ((-97.777077 30.191048, -97.777039 30.191042, -97.777088 30.190843, -97.777219 30.190867, -97.777203 30.190929, -97.777268 30.190941, -97.777277 30.190907, -97.777653 30.190977, -97.777657 30.19096, -97.777787 30.190984, -97.777778 30.191025, -97.777807 30.19103, -97.777779 30.191145, -97.777742 30.191148, -97.777724 30.191118, -97.777612 30.191097, -97.777617 30.191077, -97.777321 30.191022, -97.777311 30.191063, -97.77724 30.19105, -97.777259 30.190971, -97.777196 30.190959, -97.777195 30.190967, -97.77721 30.19097, -97.7772 30.191011, -97.777185 30.191009, -97.777171 30.191066, -97.777077 30.191048))",institution,orange
place_of_worship,High Pointe Baptist Church,"POLYGON ((-97.653545 30.383881, -97.653541 30.383859, -97.653475 30.383868, -97.653448 30.383722, -97.653518 30.383712, -97.653481 30.383508, -97.653542 30.383499, -97.653535 30.383458, -97.653592 30.38345, -97.6535734 30.383349, -97.653568 30.38332, -97.653698 30.383303, -97.6537055 30.3833441, -97.653721 30.38343, -97.653777 30.383422, -97.653784 30.383462, -97.653847 30.383454, -97.653886 30.383665, -97.653975 30.383653, -97.654001 30.383796, -97.653911 30.383809, -97.653937 30.383947, -97.653566 30.383998, -97.653545 30.383881))",institution,orange
place_of_worship,Our Savior Lutheran Church,"POLYGON ((-97.651948 30.3870013, -97.651927 30.3867873, -97.651909 30.3867893, -97.651905 30.3867453, -97.651808 30.3867523, -97.6518 30.3866693, -97.65175 30.3866723, -97.651748 30.3866443, -97.651802 30.3866403, -97.651763 30.3862383, -97.652124 30.3862123, -97.652155 30.3865393, -97.65218 30.3865373, -97.652183 30.3865623, -97.652157 30.3865643, -97.652172 30.3867243, -97.652088 30.3867303, -97.652092 30.3867763, -97.652085 30.3867773, -97.652103 30.3869713, -97.652094 30.3869723, -97.652098 30.3870183, -97.652014 30.3870253, -97.652012 30.3870063, -97.651949 30.3870103, -97.651948 30.3870013))",institution,orange
restaurant,Taqueria la Escondida #3,"POLYGON ((-97.781204 30.2270662, -97.781341 30.2271326, -97.7812784 30.2272387, -97.7811407 30.2271705, -97.781204 30.2270662))",cutlery,green
restaurant,La Catedral del Marisco #3,"POLYGON ((-97.7535348 30.2151395, -97.7535298 30.2151475, -97.7535094 30.2151379, -97.7535145 30.2151299, -97.7533403 30.2150479, -97.7533832 30.2149797, -97.7534469 30.2150097, -97.7534519 30.2150017, -97.7536224 30.2150819, -97.7536163 30.2150917, -97.7536909 30.2151268, -97.7536491 30.2151932, -97.7535348 30.2151395))",cutlery,green
restaurant,Buffalo Wild Wings,"POLYGON ((-97.7675 30.196895, -97.767547 30.196836, -97.767522 30.196821, -97.767592 30.196735, -97.767618 30.196751, -97.76765 30.196712, -97.767784 30.196793, -97.767751 30.196833, -97.767863 30.196901, -97.767813 30.196962, -97.767833 30.196974, -97.76781 30.197003, -97.76779 30.19699, -97.767746 30.197045, -97.7675 30.196895))",cutlery,green
restaurant,Dimassi's Mediterranean Buffet,"POLYGON ((-97.765582 30.198264, -97.765576 30.198242, -97.765393 30.198131, -97.765418 30.1981, -97.765377 30.198075, -97.765412 30.198032, -97.765382 30.198014, -97.765444 30.197937, -97.765471 30.197953, -97.765505 30.197909, -97.765578 30.197953, -97.765596 30.197931, -97.765645 30.19796, -97.765636 30.197971, -97.76572 30.198022, -97.765688 30.198063, -97.765691 30.198065, -97.7656756 30.1980845, -97.765604 30.198175, -97.765621 30.198185, -97.765619 30.198187, -97.765659 30.198209, -97.765649 30.198219, -97.765656 30.198243, -97.765639 30.198246, -97.765644 30.198272, -97.765586 30.19828, -97.765582 30.198264))",cutlery,green
cinema,Regal Metropolitan Stadium 14,"POLYGON ((-97.769256 30.198372, -97.769496 30.198175, -97.769486 30.198165, -97.769538 30.198103, -97.769621 30.198012, -97.769697 30.197924, -97.769684 30.197906, -97.769681 30.197894, -97.769683 30.197882, -97.769694 30.197868, -97.769709 30.19786, -97.76973 30.197859, -97.769745 30.197866, -97.769758 30.197877, -97.769762 30.197894, -97.769759 30.197913, -97.769749 30.197926, -97.769732 30.197935, -97.769756 30.197958, -97.770009 30.197748, -97.769992 30.197732, -97.770119 30.197627, -97.770454 30.197933, -97.769412 30.198792, -97.769078 30.198487, -97.769214 30.198375, -97.769233 30.198392, -97.769256 30.198372))",film,red
restaurant,Trudy's South Star,"POLYGON ((-97.76698 30.197409, -97.766969 30.197413, -97.766929 30.197333, -97.766937 30.19733, -97.766933 30.197321, -97.766879 30.197341, -97.766823 30.19723, -97.766841 30.197192, -97.766894 30.197172, -97.766885 30.197154, -97.767021 30.197102, -97.767034 30.197127, -97.767038 30.197112, -97.767047 30.197098, -97.767065 30.19708, -97.767089 30.197068, -97.767116 30.197063, -97.767144 30.197066, -97.767161 30.197072, -97.767183 30.197086, -97.767199 30.197105, -97.767207 30.197128, -97.767207 30.197152, -97.767199 30.197175, -97.767182 30.197194, -97.7672759 30.1971584, -97.767314 30.197144, -97.767357 30.197229, -97.7673156 30.1972447, -97.767249 30.19727, -97.76726 30.197291, -97.767212 30.197309, -97.767231 30.197346, -97.767167 30.19737, -97.767181 30.197399, -97.767086 30.197435, -97.767058 30.197379, -97.76698 30.197409))",cutlery,green
place_of_worship,St. Andrew Kim Taegon Korean Church,"POLYGON ((-97.79279 30.200955, -97.792873 30.200825, -97.7928264 30.2008029, -97.792797 30.200789, -97.792804 30.200778, -97.792722 30.200739, -97.792773 30.200661, -97.792502 30.200529, -97.792583 30.200404, -97.792874 30.200546, -97.792806 30.200651, -97.792813 30.200654, -97.792766 30.20073, -97.792818 30.200754, -97.792828 30.200739, -97.792857 30.2007523, -97.792904 30.200774, -97.793 30.20062, -97.793205 30.200717, -97.792993 30.201054, -97.792789 30.200957, -97.79279 30.200955))",institution,orange
restaurant,Moreno's BBQ,"POLYGON ((-97.798434 30.215177, -97.798487 30.215119, -97.7985492 30.2151608, -97.798649 30.215228, -97.798596 30.215287, -97.798434 30.215177))",cutlery,green
restaurant,El secreto de abuela #2,"POLYGON ((-97.7983639 30.215422, -97.7983609 30.21542, -97.7984159 30.215357, -97.7985079 30.215417, -97.7984529 30.21548, -97.7983639 30.215422))",cutlery,green
restaurant,Slab BBQ & Beer,"POLYGON ((-97.826522 30.22071, -97.826568 30.220634, -97.826632 30.220663, -97.82663 30.220666, -97.826665 30.220682, -97.826621 30.220755, -97.826522 30.22071))",cutlery,green
place_of_worship,Oak Hill Bible Church,"POLYGON ((-97.85457 30.234831, -97.854466 30.234829, -97.854467 30.234738, -97.854779 30.234742, -97.854777 30.234836, -97.854684 30.234834, -97.854684 30.234878, -97.854641 30.234877, -97.854642 30.234832, -97.85457 30.234831))",institution,orange
